[;-7.813774;;
[;-7.81347;;
[;-7.812072;;
[;-7.810431;;
[;-7.809246;;
[;-7.807665;;
[;-7.807483;;
[;-7.807787;;
[;-7.808638;;
[;-7.810005;;
[;-7.811798;;
[;-7.813135;;
[;-7.815171;;
[;-7.81663;;
[;-7.818514;;
[;-7.820915;;
[;-7.822465;;
[;-7.822951;;
[;-7.822981;;
[;-7.82371;;
[;-7.823802;;
[;-7.82286;;
[;-7.821887;;
[;-7.814989;;
[;-7.812467;;
[;-7.805113;;
[;-7.803138;;
[;-7.800517;;
[;-7.799679;;
[;-7.797121;;
[;-7.795703;;
[;-7.793425;;
[;-7.792072;;
[;-7.790976;;
[;-7.79147;;
[;-7.791513;;
[;-7.792351;;
[;-7.79725;;
[;-7.799662;;
[;-7.803612;;
[;-7.804494;;
[;-7.804798;;
[;-7.806682;;
[;-7.806682;;
[;-7.807198;;
[;-7.806348;;
[;-7.805405;;
[;-7.805102;;
[;-7.803309;;
[;-7.802518;;
[;-7.802853;;
[;-7.802306;;
[;-7.801212;;
[;-7.799662;;
[;-7.797747;;
[;-7.796015;;
[;-7.793462;;
[;-7.79091;;
[;-7.789208;;
[;-7.787901;;
[;-7.786351;;
[;-7.786199;;
[;-7.786898;;
[;-7.79094;;
[;-7.791913;;
[;-7.795043;;
[;-7.801485;;
[;-7.803734;;
[;-7.803795;;
[;-7.802853;;
[;-7.799145;;
[;-7.797444;;
[;-7.795894;;
[;-7.795802;;
[;-7.796957;;
[;-7.799935;;
[;-7.800057;;
[;-7.800118;;
[;-7.799662;;
[;-7.797717;;
[;-7.796593;;
[;-7.796228;;
[;-7.796714;;
[;-7.802245;;
[;-7.802306;;
[;-7.800695;;
[;-7.798325;;
[;-7.79796;;
[;-7.799449;;
[;-7.801333;;
[;-7.801181;;
[;-7.797717;;
[;-7.797474;;
[;-7.797535;;
[;-7.798629;;
[;-7.799267;;
[;-7.80027;;
[;-7.803825;;
[;-7.80495;;
[;-7.805831;;
[;-7.805466;;
[;-7.805162;;
[;-7.806955;;
[;-7.807806;;
[;-7.807442;;
[;-7.806104;;
[;-7.804524;;
[;-7.802579;;
[;-7.801698;;
[;-7.803126;;
[;-7.805041;;
[;-7.805314;;
[;-7.805041;;
[;-7.804099;;
[;-7.802123;;
[;-7.800574;;
[;-7.799814;;
[;-7.798142;;
[;-7.796198;;
[;-7.795377;;
[;-7.7948;;
[;-7.794283;;
[;-7.793371;;
[;-7.792186;;
[;-7.791396;;
[;-7.789876;;
[;-7.788874;;
[;-7.788691;;
[;-7.788934;;
[;-7.786777;;
[;-7.785531;;
[;-7.783282;;
[;-7.783039;;
[;-7.78158;;
[;-7.78158;;
[;-7.782552;;
[;-7.783221;;
[;-7.784953;;
[;-7.786017;;
[;-7.786685;;
[;-7.787263;;
[;-7.789238;;
[;-7.790788;;
[;-7.792216;;
[;-7.793219;;
[;-7.79331;;
[;-7.793584;;
[;-7.794556;;
[;-7.795286;;
[;-7.79503;;
[;-7.79301;;
[;-7.791291;;
[;-7.790947;;
[;-7.79172;;
[;-7.793826;;
[;-7.795331;;
[;-7.796921;;
[;-7.797093;;
[;-7.796835;;
[;-7.795374;;
[;-7.79417;;
[;-7.793483;;
[;-7.796577;;
[;-7.79778;;
[;-7.795717;;
[;-7.791892;;
[;-7.789615;;
[;-7.78637;;
[;-7.786192;;
[;-7.785751;;
[;-7.785595;;
[;-7.785453;;
[;-7.785239;;
[;-7.784927;;
[;-7.784329;;
[;-7.78386;;
[;-7.783576;;
[;-7.783306;;
[;-7.783206;;
[;-7.783249;;
[;-7.783192;;
[;-7.783163;;
[;-7.783234;;
[;-7.783249;;
[;-7.783206;;
[;-7.783064;;
[;-7.782367;;
[;-7.781699;;
[;-7.781211;;
[;-7.780956;;
[;-7.780117;;
[;-7.779747;;
[;-7.779363;;
[;-7.778339;;
[;-7.777898;;
[;-7.777671;;
[;-7.777159;;
[;-7.776718;;
[;-7.776149;;
[;-7.775865;;
[;-7.775509;;
[;-7.775154;;
[;-7.77477;;
[;-7.774443;;
[;-7.774144;;
[;-7.773832;;
[;-7.773561;;
[;-7.773376;;
[;-7.773063;;
[;-7.771339;;
[;-7.76993;;
[;-7.768168;;
[;-7.766935;;
[;-7.766859;;
[;-7.766805;;
[;-7.7668;;
[;-7.766762;;
[;-7.766726;;
[;-7.766709;;
[;-7.766648;;
[;-7.766294;;
[;-7.766092;;
[;-7.765911;;
[;-7.765526;;
[;-7.764905;;
[;-7.764294;;
[;-7.763606;;
[;-7.763474;;
[;-7.763107;;
[;-7.762397;;
[;-7.761641;;
[;-7.760491;;
[;-7.760237;;
[;-7.759932;;
[;-7.759592;;
[;-7.757553;;
[;-7.757112;;
[;-7.756693;;
[;-7.756213;;
[;-7.755068;;
[;-7.754921;;
[;-7.754777;;
[;-7.754662;;
[;-7.753599;;
[;-7.749812;;
[;-7.748402;;
[;-7.748206;;
[;-7.747859;;
[;-7.747424;;
[;-7.74561;;
[;-7.745116;;
[;-7.744562;;
[;-7.743373;;
[;-7.742805;;
[;-7.742244;;
[;-7.741855;;
[;-7.741749;;
[;-7.741336;;
[;-7.741103;;
[;-7.740636;;
[;-7.739848;;
[;-7.739653;;
[;-7.739509;;
[;-7.739341;;
[;-7.73898;;
[;-7.738805;;
[;-7.738571;;
[;-7.721532;;
[;-7.707638;;
[;-7.707332;;
[;-7.707041;;
[;-7.705831;;
[;-7.705466;;
[;-7.705217;;
[;-7.705105;;
[;-7.705041;;
[;-7.704899;;
[;-7.704743;;
[;-7.70419;;
[;-7.703142;;
[;-7.702751;;
[;-7.701589;;
[;-7.70139;;
[;-7.701237;;
[;-7.701075;;
[;-7.700768;;
[;-7.698998;;
[;-7.698616;;
[;-7.698338;;
[;-7.697845;;
[;-7.697628;;
[;-7.697207;;
[;-7.696658;;
[;-7.696428;;
[;-7.696151;;
[;-7.695646;;
[;-7.694984;;
[;-7.693875;;
[;-7.693607;;
[;-7.692641;;
[;-7.691745;;
[;-7.691601;;
[;-7.691157;;
[;-7.690452;;
[;-7.690236;;
[;-7.689826;;
[;-7.689494;;
[;-7.688897;;
[;-7.688122;;
[;-7.687731;;
[;-7.687232;;
[;-7.686901;;
[;-7.686489;;
[;-7.686211;;
[;-7.685762;;
[;-7.68507;;
[;-7.684579;;
[;-7.682927;;
[;-7.682823;;
[;-7.681961;;
[;-7.681684;;
[;-7.681337;;
[;-7.680622;;
[;-7.679879;;
[;-7.679555;;
[;-7.679323;;
[;-7.678668;;
[;-7.677805;;
[;-7.677641;;
[;-7.677494;;
[;-7.676821;;
[;-7.675991;;
[;-7.67569;;
[;-7.675411;;
[;-7.675227;;
[;-7.674847;;
[;-7.674399;;
[;-7.673657;;
[;-7.673332;;
[;-7.673138;;
[;-7.6728;;
[;-7.672225;;
[;-7.671205;;
[;-7.670896;;
[;-7.67042;;
[;-7.669645;;
[;-7.66929;;
[;-7.668948;;
[;-7.668471;;
[;-7.6674;;
[;-7.667214;;
[;-7.666696;;
[;-7.665087;;
[;-7.664928;;
[;-7.664685;;
[;-7.664293;;
[;-7.662853;;
[;-7.661432;;
[;-7.661098;;
[;-7.660747;;
[;-7.660089;;
[;-7.659883;;
[;-7.659779;;
[;-7.659592;;
[;-7.659424;;
[;-7.65909;;
[;-7.65825;;
[;-7.658;;
[;-7.657715;;
[;-7.657233;;
[;-7.656706;;
[;-7.655443;;
[;-7.655077;;
[;-7.654846;;
[;-7.654385;;
[;-7.653813;;
[;-7.653514;;
[;-7.653179;;
[;-7.652481;;
[;-7.651957;;
[;-7.651585;;
[;-7.650883;;
[;-7.650532;;
[;-7.650388;;
[;-7.650267;;
[;-7.649213;;
[;-7.649114;;
[;-7.648799;;
[;-7.64844;;
[;-7.64813;;
[;-7.647683;;
[;-7.64756;;
[;-7.647455;;
[;-7.647192;;
[;-7.646926;;
[;-7.646359;;
[;-7.646058;;
[;-7.645758;;
[;-7.645175;;
[;-7.644057;;
[;-7.643056;;
[;-7.642672;;
[;-7.642224;;
[;-7.641931;;
[;-7.641138;;
[;-7.640936;;
[;-7.640329;;
[;-7.640112;;
[;-7.63933;;
[;-7.638667;;
[;-7.638539;;
[;-7.638058;;
[;-7.636895;;
[;-7.636198;;
[;-7.635372;;
[;-7.634701;;
[;-7.633777;;
[;-7.632975;;
[;-7.632514;;
[;-7.632036;;
[;-7.631924;;
[;-7.631818;;
[;-7.631565;;
[;-7.630694;;
[;-7.630572;;
[;-7.630314;;
[;-7.630013;;
[;-7.629801;;
[;-7.629241;;
[;-7.628755;;
[;-7.628213;;
[;-7.627781;;
[;-7.62762;;
[;-7.627063;;
[;-7.626898;;
[;-7.6262;;
[;-7.625285;;
[;-7.624693;;
[;-7.624539;;
[;-7.624388;;
[;-7.624276;;
[;-7.623952;;
[;-7.623524;;
[;-7.623414;;
[;-7.623188;;
[;-7.622783;;
[;-7.621956;;
[;-7.621455;;
[;-7.621299;;
[;-7.621189;;
[;-7.620653;;
[;-7.62055;;
[;-7.619898;;
[;-7.619669;;
[;-7.619389;;
[;-7.618841;;
[;-7.618714;;
[;-7.618586;;
[;-7.618331;;
[;-7.618127;;
[;-7.617446;;
[;-7.617014;;
[;-7.616529;;
[;-7.616402;;
[;-7.616293;;
[;-7.61571;;
[;-7.615174;;
[;-7.614918;;
[;-7.614669;;
[;-7.61422;;
[;-7.614033;;
[;-7.613878;;
[;-7.61378;;
[;-7.612969;;
[;-7.612731;;
[;-7.612453;;
[;-7.612305;;
[;-7.612167;;
[;-7.611643;;
[;-7.611091;;
[;-7.610393;;
[;-7.610012;;
[;-7.609823;;
[;-7.609392;;
[;-7.609023;;
[;-7.608762;;
[;-7.608428;;
[;-7.608329;;
[;-7.608069;;
[;-7.607841;;
[;-7.607643;;
[;-7.607267;;
[;-7.606573;;
[;-7.606192;;
[;-7.605879;;
[;-7.605548;;
[;-7.605089;;
[;-7.604821;;
[;-7.604602;;
[;-7.604496;;
[;-7.604367;;
[;-7.60385;;
[;-7.60331;;
[;-7.603039;;
[;-7.60288;;
[;-7.602702;;
[;-7.602276;;
[;-7.60199;;
[;-7.601554;;
[;-7.601467;;
[;-7.601121;;
[;-7.600945;;
[;-7.600486;;
[;-7.60024;;
[;-7.599979;;
[;-7.599915;;
[;-7.599603;;
[;-7.599343;;
[;-7.598715;;
[;-7.598454;;
[;-7.598315;;
[;-7.59814;;
[;-7.597931;;
[;-7.597561;;
[;-7.597304;;
[;-7.597104;;
[;-7.596827;;
[;-7.596598;;
[;-7.596445;;
[;-7.596247;;
[;-7.596096;;
[;-7.595713;;
[;-7.595209;;
[;-7.594739;;
[;-7.594311;;
[;-7.5942;;
[;-7.593915;;
[;-7.593806;;
[;-7.593445;;
[;-7.593327;;
[;-7.593209;;
[;-7.593104;;
[;-7.592939;;
[;-7.59274;;
[;-7.592447;;
[;-7.592301;;
[;-7.591791;;
[;-7.591496;;
[;-7.59133;;
[;-7.591166;;
[;-7.590929;;
[;-7.59049;;
[;-7.590228;;
[;-7.589933;;
[;-7.589807;;
[;-7.589607;;
[;-7.589425;;
[;-7.589191;;
[;-7.589155;;
[;-7.588978;;
[;-7.588801;;
[;-7.58866;;
[;-7.588553;;
[;-7.58826;;
[;-7.587874;;
[;-7.587774;;
[;-7.587643;;
[;-7.587507;;
[;-7.587364;;
[;-7.587205;;
[;-7.587045;;
[;-7.58651;;
[;-7.586364;;
[;-7.586271;;
[;-7.586162;;
[;-7.585869;;
[;-7.585502;;
[;-7.585135;;
[;-7.584996;;
[;-7.58469;;
[;-7.584524;;
[;-7.584329;;
[;-7.584213;;
[;-7.583883;;
[;-7.583723;;
[;-7.583522;;
[;-7.583356;;
[;-7.583236;;
[;-7.583041;;
[;-7.582651;;
[;-7.582346;;
[;-7.582076;;
[;-7.581903;;
[;-7.581617;;
[;-7.581428;;
[;-7.581037;;
[;-7.580377;;
[;-7.58014;;
[;-7.580068;;
[;-7.579968;;
[;-7.579832;;
[;-7.579736;;
[;-7.579597;;
[;-7.579427;;
[;-7.57926;;
[;-7.579162;;
[;-7.578811;;
[;-7.578677;;
[;-7.5786;;
[;-7.578531;;
[;-7.57842;;
[;-7.578027;;
[;-7.577843;;
[;-7.577618;;
[;-7.577251;;
[;-7.576714;;
[;-7.576554;;
[;-7.576427;;
[;-7.57618;;
[;-7.575673;;
[;-7.575377;;
[;-7.575144;;
[;-7.574977;;
[;-7.5748;;
[;-7.57453;;
[;-7.574351;;
[;-7.574027;;
[;-7.573658;;
[;-7.573374;;
[;-7.573075;;
[;-7.572923;;
[;-7.57279;;
[;-7.57251;;
[;-7.572209;;
[;-7.572088;;
[;-7.571684;;
[;-7.571401;;
[;-7.571202;;
[;-7.571085;;
[;-7.570769;;
[;-7.570484;;
[;-7.570182;;
[;-7.569967;;
[;-7.569672;;
[;-7.569547;;
[;-7.569433;;
[;-7.569166;;
[;-7.569045;;
[;-7.568928;;
[;-7.568419;;
[;-7.568002;;
[;-7.567542;;
[;-7.567248;;
[;-7.566938;;
[;-7.566754;;
[;-7.566644;;
[;-7.566449;;
[;-7.566283;;
[;-7.566145;;
[;-7.565941;;
[;-7.565635;;
[;-7.565381;;
[;-7.565269;;
[;-7.564852;;
[;-7.564738;;
[;-7.564572;;
[;-7.56429;;
[;-7.564188;;
[;-7.56408;;
[;-7.563795;;
[;-7.563636;;
[;-7.563389;;
[;-7.563225;;
[;-7.563017;;
[;-7.562887;;
[;-7.562767;;
[;-7.562649;;
[;-7.562533;;
[;-7.562356;;
[;-7.562254;;
[;-7.562166;;
[;-7.561983;;
[;-7.561821;;
[;-7.561559;;
[;-7.561383;;
[;-7.561258;;
[;-7.561159;;
[;-7.561016;;
[;-7.560852;;
[;-7.56072;;
[;-7.560612;;
[;-7.560408;;
[;-7.560246;;
[;-7.560077;;
[;-7.559922;;
[;-7.559756;;
[;-7.559563;;
[;-7.559332;;
[;-7.559132;;
[;-7.558904;;
[;-7.558762;;
[;-7.558555;;
[;-7.558374;;
[;-7.558237;;
[;-7.558124;;
[;-7.557957;;
[;-7.557811;;
[;-7.557645;;
[;-7.557534;;
[;-7.557364;;
[;-7.557195;;
[;-7.55703;;
[;-7.551421;;
[;-7.549758;;
[;-7.549053;;
[;-7.54896;;
[;-7.54865;;
[;-7.548492;;
[;-7.54829;;
[;-7.548118;;
[;-7.548007;;
[;-7.547901;;
[;-7.547719;;
[;-7.547599;;
[;-7.547497;;
[;-7.547382;;
[;-7.547301;;
[;-7.547175;;
[;-7.547084;;
[;-7.546941;;
[;-7.546828;;
[;-7.546649;;
[;-7.546534;;
[;-7.546366;;
[;-7.546279;;
[;-7.546164;;
[;-7.54604;;
[;-7.545936;;
[;-7.545771;;
[;-7.545635;;
[;-7.545533;;
[;-7.545426;;
[;-7.545308;;
[;-7.545162;;
[;-7.545006;;
[;-7.544882;;
[;-7.544778;;
[;-7.544633;;
[;-7.544536;;
[;-7.544383;;
[;-7.544291;;
[;-7.542345;;
[;-7.541289;;
[;-7.542729;;
[;-7.543641;;
[;-7.545854;;
[;-7.547117;;
[;-7.549737;;
[;-7.549788;;
[;-7.549907;;
[;-7.550027;;
[;-7.550113;;
[;-7.550209;;
[;-7.550315;;
[;-7.550377;;
[;-7.550513;;
[;-7.550633;;
[;-7.550724;;
[;-7.55084;;
[;-7.550958;;
[;-7.551107;;
[;-7.551172;;
[;-7.551221;;
[;-7.551282;;
[;-7.551357;;
[;-7.551442;;
[;-7.551537;;
[;-7.55164;;
[;-7.551777;;
[;-7.551916;;
[;-7.552159;;
[;-7.552301;;
[;-7.552449;;
[;-7.552601;;
[;-7.552749;;
[;-7.552941;;
[;-7.553135;;
[;-7.553352;;
[;-7.553554;;
[;-7.55385;;
[;-7.553954;;
[;-7.554185;;
[;-7.554375;;
[;-7.554515;;
[;-7.554667;;
[;-7.55471;;
[;-7.554764;;
[;-7.55487;;
[;-7.55499;;
[;-7.555051;;
[;-7.555209;;
[;-7.555338;;
[;-7.555645;;
[;-7.555767;;
[;-7.556002;;
[;-7.556113;;
[;-7.556151;;
[;-7.55619;;
[;-7.556281;;
[;-7.556371;;
[;-7.556392;;
[;-7.556376;;
[;-7.556361;;
[;-7.556361;;
[;-7.55644;;
[;-7.556768;;
[;-7.556801;;
[;-7.55677;;
[;-7.556794;;
[;-7.556792;;
[;-7.55683;;
[;-7.556917;;
[;-7.556951;;
[;-7.556995;;
[;-7.557093;;
[;-7.557194;;
[;-7.557326;;
[;-7.557543;;
[;-7.557588;;
[;-7.55763;;
[;-7.558076;;
[;-7.558261;;
[;-7.558536;;
[;-7.558665;;
[;-7.558699;;
[;-7.558731;;
[;-7.558805;;
[;-7.559157;;
[;-7.559324;;
[;-7.559485;;
[;-7.559632;;
[;-7.559772;;
[;-7.559918;;
[;-7.559969;;
[;-7.560146;;
[;-7.560258;;
[;-7.560465;;
[;-7.560637;;
[;-7.560608;;
[;-7.560547;;
[;-7.56058;;
[;-7.560672;;
[;-7.56076;;
[;-7.561131;;
[;-7.561363;;
[;-7.561518;;
[;-7.561791;;
[;-7.561862;;
[;-7.562064;;
[;-7.562242;;
[;-7.562459;;
[;-7.562751;;
[;-7.562847;;
[;-7.562954;;
[;-7.563079;;
[;-7.563166;;
[;-7.563379;;
[;-7.563872;;
[;-7.563986;;
[;-7.564257;;
[;-7.564395;;
[;-7.564433;;
[;-7.564394;;
[;-7.564432;;
[;-7.56456;;
[;-7.564716;;
[;-7.564683;;
[;-7.564674;;
[;-7.564714;;
[;-7.564793;;
[;-7.564946;;
[;-7.569203;;
[;-7.570039;;
[;-7.571228;;
[;-7.571312;;
[;-7.571369;;
[;-7.571539;;
[;-7.571623;;
[;-7.571803;;
[;-7.572128;;
[;-7.572311;;
[;-7.572364;;
[;-7.572409;;
[;-7.572437;;
[;-7.572506;;
[;-7.572691;;
[;-7.572797;;
[;-7.572948;;
[;-7.573123;;
[;-7.573324;;
[;-7.573475;;
[;-7.573597;;
[;-7.5737;;
[;-7.573775;;
[;-7.573981;;
[;-7.574305;;
[;-7.574446;;
[;-7.574566;;
[;-7.574674;;
[;-7.574915;;
[;-7.574961;;
[;-7.575013;;
[;-7.575196;;
[;-7.575413;;
[;-7.575576;;
[;-7.575706;;
[;-7.575858;;
[;-7.575981;;
[;-7.576247;;
[;-7.576683;;
[;-7.577061;;
[;-7.57716;;
[;-7.57735;;
[;-7.577462;;
[;-7.577567;;
[;-7.577622;;
[;-7.577933;;
[;-7.578109;;
[;-7.578226;;
[;-7.578356;;
[;-7.57844;;
[;-7.578493;;
[;-7.578501;;
[;-7.578555;;
[;-7.578978;;
[;-7.579078;;
[;-7.579249;;
[;-7.579477;;
[;-7.579584;;
[;-7.579761;;
[;-7.579965;;
[;-7.580617;;
[;-7.580713;;
[;-7.580903;;
[;-7.581115;;
[;-7.58135;;
[;-7.58142;;
[;-7.581773;;
[;-7.581908;;
[;-7.582096;;
[;-7.582465;;
[;-7.582579;;
[;-7.58276;;
[;-7.582971;;
[;-7.583143;;
[;-7.583407;;
[;-7.583739;;
[;-7.58396;;
[;-7.584168;;
[;-7.584329;;
[;-7.584408;;
[;-7.584358;;
[;-7.584417;;
[;-7.584464;;
[;-7.584502;;
[;-7.584877;;
[;-7.585385;;
[;-7.585652;;
[;-7.585906;;
[;-7.586207;;
[;-7.586319;;
[;-7.586523;;
[;-7.586638;;
[;-7.586899;;
[;-7.587067;;
[;-7.587266;;
[;-7.587515;;
[;-7.587651;;
[;-7.587758;;
[;-7.587857;;
[;-7.588117;;
[;-7.588432;;
[;-7.588803;;
[;-7.588846;;
[;-7.588782;;
[;-7.588823;;
[;-7.588942;;
[;-7.589055;;
[;-7.589169;;
[;-7.589334;;
[;-7.5894;;
[;-7.589487;;
[;-7.589674;;
[;-7.589799;;
[;-7.590108;;
[;-7.590231;;
[;-7.590317;;
[;-7.590447;;
[;-7.590521;;
[;-7.590628;;
[;-7.590767;;
[;-7.590846;;
[;-7.590982;;
[;-7.591127;;
[;-7.591203;;
[;-7.591292;;
[;-7.591299;;
[;-7.591314;;
[;-7.591378;;
[;-7.591843;;
[;-7.591893;;
[;-7.592002;;
[;-7.592015;;
[;-7.592112;;
[;-7.592588;;
[;-7.592976;;
[;-7.593237;;
[;-7.593373;;
[;-7.593526;;
[;-7.593562;;
[;-7.593593;;
[;-7.593681;;
[;-7.593863;;
[;-7.594058;;
[;-7.594345;;
[;-7.594482;;
[;-7.5946;;
[;-7.594685;;
[;-7.59477;;
[;-7.594938;;
[;-7.595068;;
[;-7.595045;;
[;-7.595052;;
[;-7.59512;;
[;-7.59531;;
[;-7.595501;;
[;-7.595655;;
[;-7.595779;;
